Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
JBLU,JetBlue Airways Corporation,22.93,7183135655,n/a,2002,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/jblu
JTPY,JetPay Corporation,2.97,41262180.3,n/a,2011,Finance,Business Services,http://www.nasdaq.com/symbol/jtpy
JCTCF,Jewett-Cameron Trading Company,9.76,24320280.32,n/a,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/jctcf
DATE,Jiayuan.com International Ltd.,6.38,78366535.28,12283156,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/date
JST,Jinpan International Limited,4.24,69614253.44,n/a,1998,Consumer Durables,Electrical Products,http://www.nasdaq.com/symbol/jst
JIVE,"Jive Software, Inc.",4.62,345659363.3,n/a,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/jive
WYIGU,JM Global Holding Company,10.23,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyigu
JOEZ,Joe&#39;s Jeans Inc.,0.172,12034531.78,n/a,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/joez
JBSS,"John B. Sanfilippo & Son, Inc.",52.01,579235682.1,n/a,1991,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/jbss
JOUT,Johnson Outdoors Inc.,21.34,213500788.8,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/jout
JNP,"Juniper Pharmaceuticals, Inc.",9.7,104518479.7,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jnp
JUNO,"Juno Therapeutics, Inc.",47.94,4818659952,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/juno
KTWO,"K2M Group Holdings, Inc.",22.51,892637021.3,n/a,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ktwo
KALU,Kaiser Aluminum Corporation,87.57,1508603681,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/kalu
KBIO,"KaloBios Pharmaceuticals, Inc.",2.52,10393480.44,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kbio
KMDA,Kamada Ltd.,3.86,140457405.9,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kmda
KNDI,"Kandi Technologies Group, Inc.",7.35,344236184.3,n/a,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/kndi
KCLI,Kansas City Life Insurance Company,47.74,514602684,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/kcli
KPTI,Karyopharm Therapeutics Inc.,19.98,713182104,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kpti
KBSF,KBS Fashion Group Limited,3.74,95060810.46,n/a,2013,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/kbsf
KCAP,"KCAP Financial, Inc.",5.18,191017379.6,n/a,2006,n/a,n/a,http://www.nasdaq.com/symbol/kcap
KRNY,Kearny Financial,11.29,1050024079,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/krny
KELYA,"Kelly Services, Inc.",14.79,558036121.2,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/kelya
KELYB,"Kelly Services, Inc.",14.57,549735381.1,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/kelyb
KMPH,"KemPharm, Inc.",16.49,234591868.4,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kmph
KFFB,Kentucky First Federal Bancorp,8.25,69625998.75,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/kffb
KERX,"Keryx Biopharmaceuticals, Inc.",7.72,799763212.1,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kerx
GMCR,"Keurig Green Mountain, Inc.",74.76,11510718627,n/a,1993,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/gmcr
KEQU,Kewaunee Scientific Corporation,16.61,43681609.18,n/a,n/a,Capital Goods,Medical Specialities,http://www.nasdaq.com/symbol/kequ
KTEC,"Key Technology, Inc.",12.41,77934948.92,n/a,1993,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ktec
KTCC,Key Tronic Corporation,10.26,108260236.8,n/a,1983,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/ktcc
KFRC,"Kforce, Inc.",23.36,691270101.1,n/a,1995,Technology,Professional Services,http://www.nasdaq.com/symbol/kfrc
KE,"Kimball Electronics, Inc.",13.23,385942239.3,n/a,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/ke
KBAL,"Kimball International, Inc.",12.5,481967112.5,n/a,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/kbal
KIN,"Kindred Biosciences, Inc.",6.16,121552089.1,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kin
KGJI,Kingold Jewelry Inc.,0.7294,48113778.36,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/kgji
KINS,"Kingstone Companies, Inc",7.55,55369163.2,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kins
KONE,Kingtone Wirelessinfo Solution Holding Ltd,5.47,3907631.25,714375,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/kone
KIRK,"Kirkland&#39;s, Inc.",26.72,462116735.4,n/a,2002,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/kirk
KITE,"Kite Pharma, Inc.",71.11,3061954858,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/kite
KLAC,KLA-Tencor Corporation,51.74,8274315386,n/a,1980,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/klac
KLXI,KLX Inc.,39.72,2095147184,n/a,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/klxi
KONA,"Kona Grill, Inc.",18.91,213055868.8,n/a,2005,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/kona
KZ,KongZhong Corporation,7.18,250971673,34954272,n/a,Technology,Telecommunications Equipment,http://www.nasdaq.com/symbol/kz
KOPN,Kopin Corporation,2.95,196162548.1,n/a,1992,Technology,Semiconductors,http://www.nasdaq.com/symbol/kopn
KRNT,Kornit Digital Ltd.,14.69,437276715.9,n/a,2015,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/krnt
KOSS,Koss Corporation,2.57,18973554.42,n/a,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/koss
KWEB,KraneShares CSI China Internet ETF,35.93,104197000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kweb
KTOS,"Kratos Defense & Security Solutions, Inc.",5.56,324046168.6,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/ktos
KUTV,"Ku6 Media Co., Ltd.",0.83,13161492.6,15857220,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/kutv
KLIC,"Kulicke and Soffa Industries, Inc.",10.15,779720553.9,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/klic
KVHI,"KVH Industries, Inc.",12.58,202175721.2,n/a,1996,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/kvhi
KYTH,"Kythera Biopharmaceuticals, Inc.",74.4,1929858252,n/a,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kyth
FSTR,L.B. Foster Company,29.84,310042225.2,n/a,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/fstr
LJPC,La Jolla Pharmaceutical Company,28.26,430988738.4,n/a,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/ljpc
LSBK,"Lake Shore Bancorp, Inc.",13.5,80897926.5,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/lsbk
LSBG,Lake Sunapee Bank Group,14.7,121561958.7,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/lsbg
LBAI,"Lakeland Bancorp, Inc.",11.49,435472229.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lbai
LKFN,Lakeland Financial Corporation,42.16,700306606.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lkfn
LAKE,"Lakeland Industries, Inc.",10.05,71164813.8,n/a,1986,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/lake
LACO,"Lakes Entertainment, Inc.",9.1,121863359.8,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/laco
LRCX,Lam Research Corporation,77.67,12297130090,n/a,1984,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lrcx
LAMR,Lamar Advertising Company,59.02,6547181557,n/a,1996,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lamr
LANC,Lancaster Colony Corporation,92.55,2531890350,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/lanc
LNDC,Landec Corporation,12.96,349238226.2,n/a,1996,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/lndc
LARK,Landmark Bancorp Inc.,26.81,89476337.44,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lark
LMRK,Landmark Infrastructure Partners LP,15.95,125028604.8,n/a,2014,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/lmrk
LE,"Lands&#39; End, Inc.",23.5,750978243.5,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/le
LSTR,"Landstar System, Inc.",73.16,3249097201,n/a,1993,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/lstr
LNTH,"Lantheus Holdings, Inc.",7.2,211396701.6,n/a,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/lnth
LTRX,"Lantronix, Inc.",1.43,21367353.15,n/a,2000,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/ltrx
LPSB,"LaPorte Bancorp, Inc.",13.6,76480497.6,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/lpsb
LSCC,Lattice Semiconductor Corporation,5,584016745,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/lscc
LAWS,"Lawson Products, Inc.",26.93,235378379.5,n/a,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/laws
LAYN,Layne Christensen Company,8.31,164075257.7,n/a,1992,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/layn
LCNB,LCNB Corporation,16.04,149459035.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lcnb
LDRH,LDR Holding Corporation,43.47,1155442902,n/a,2013,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ldrh
LBIX,Leading Brands Inc,4,11587144,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/lbix
LGCY,Legacy Reserves LP,9.07,627721394.3,n/a,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lgcy
LGCYO,Legacy Reserves LP,18.93,132510000,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lgcyo
LGCYP,Legacy Reserves LP,18.89,37780000,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lgcyp
LTXB,"LegacyTexas Financial Group, Inc.",30.4,1447182758,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ltxb
LMAT,"LeMaitre Vascular, Inc.",12.775,224146764.6,n/a,2006,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/lmat
TREE,"LendingTree, Inc.",79.66,912308778.8,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/tree
LXRX,"Lexicon Pharmaceuticals, Inc.",8.47,877606760,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lxrx
LGIH,"LGI Homes, Inc.",19.27,383636448.1,n/a,2013,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/lgih
LHCG,LHC Group,39.23,704891701.4,n/a,2005,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/lhcg
LBRDA,Liberty Broadband Corporation,53.65,5535416221,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbrda
LBRDK,Liberty Broadband Corporation,53.08,5476605648,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbrdk
LBTYA,Liberty Global plc,52.36,46171079573,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbtya
LBTYB,Liberty Global plc,53.226,46934718895,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbtyb
LBTYK,Liberty Global plc,48.93,43146503505,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbtyk
LILA,Liberty Global plc,43.06,37970333965,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lila
LILAK,Liberty Global plc,42.82,37758701820,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lilak
LVNTA,Liberty Interactive Corporation,39.57,5327067960,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/lvnta
LVNTB,Liberty Interactive Corporation,39.85,5632956900,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/lvntb
QVCA,Liberty Interactive Corporation,28.53,13482866597,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/qvca
QVCB,Liberty Interactive Corporation,28.52,13478140742,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/qvcb
LMCA,Liberty Media Corporation,37.32,12719987839,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/lmca
LMCB,Liberty Media Corporation,37.38,12740437980,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/lmcb
LMCK,Liberty Media Corporation,36.96,12597286992,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/lmck
TAX,"Liberty Tax, Inc.",25.26,323851185.1,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/tax
LTRPA,"Liberty TripAdvisor Holdings, Inc.",29.52,2207908459,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ltrpa
LTRPB,"Liberty TripAdvisor Holdings, Inc.",35.17,2630492565,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ltrpb
LPNT,"LifePoint Health, Inc.",85.54,3790117697,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/lpnt
LCUT,"Lifetime Brands, Inc.",14.56,201822071.4,n/a,1991,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lcut
LFVN,Lifevantage Corporation,0.535,51906336.12,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lfvn
LWAY,"Lifeway Foods, Inc.",14.4,235382644.8,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/lway
LGND,Ligand Pharmaceuticals Incorporated,106.86,2101588691,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lgnd
LTBR,Lightbridge Corporation,0.85,15370442.9,n/a,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/ltbr
LPTH,"LightPath Technologies, Inc.",1.59,24223766.07,n/a,1996,Technology,Semiconductors,http://www.nasdaq.com/symbol/lpth
LLEX,"Lilis Energy, Inc.",1.14,31052567.16,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/llex
LIME,Lime Energy Co.,3.3299,31785294.06,n/a,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/lime
LLNW,"Limelight Networks, Inc.",3.52,350399466.6,n/a,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/llnw
LMNR,Limoneira Co,20.49,289407562.7,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/lmnr
LINC,Lincoln Educational Services Corporation,1.52,36596770.96,n/a,2005,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/linc
LECO,"Lincoln Electric Holdings, Inc.",59.78,4518599588,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/leco
LIND,Lindblad Expeditions Holdings Inc.,9.94,444494524.5,n/a,2013,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/lind
LINDW,Lindblad Expeditions Holdings Inc.,1.94,0,n/a,2013,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/lindw
LLTC,Linear Technology Corporation,40.78,9765481877,n/a,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/lltc
LNCO,"Linn Co, LLC",6.24,802115645.8,n/a,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lnco
LINE,"Linn Energy, LLC",6.46,2176293179,n/a,2006,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/line
LBIO,"Lion Biotechnologies, Inc.",8.41,378699709.7,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/lbio
LIOX,"Lionbridge Technologies, Inc.",5.83,375082506.3,n/a,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/liox
LPCN,Lipocine Inc.,12.43,226298777.7,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lpcn
LIQD,"Liquid Holdings Group, Inc.",0.1181,7125253.488,n/a,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/liqd
LQDT,"Liquidity Services, Inc.",9.27,278203091.7,n/a,2006,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/lqdt
LFUS,"Littelfuse, Inc.",92.41,2086195024,n/a,n/a,Consumer Durables,Electrical Products,http://www.nasdaq.com/symbol/lfus
LOB,"Live Oak Bancshares, Inc.",20.54,687162824.4,n/a,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/lob
LIVE,"LiveDeal, Inc.",2.17,34977032.16,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/live
LPSN,"LivePerson, Inc.",7.9,450704085,n/a,2000,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/lpsn
LKQ,LKQ Corporation,31.37,9542467215,n/a,n/a,Consumer Services,Motor Vehicles,http://www.nasdaq.com/symbol/lkq
LMIA,"LMI Aerospace, Inc.",10.1,133176357.8,n/a,1998,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/lmia
LNBB,"LNB Bancorp, Inc.",18.53,179012344.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lnbb
LOGI,Logitech International S.A.,14.28,2348151464,n/a,1997,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/logi
LOGM,"LogMein, Inc.",73.79,1834566832,n/a,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/logm
LOJN,LoJack Corporation,3.6,68204253.6,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/lojn
EVAR,"Lombard Medical, Inc.",3.61,58431333.65,n/a,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/evar
LOOK,"LookSmart, Ltd.",0.44,2538294.44,n/a,1999,Technology,EDP Services,http://www.nasdaq.com/symbol/look
LORL,"Loral Space and Communications, Inc.",64.34,1989385401,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/lorl
LABC,"Louisiana Bancorp, Inc.",24.25,70431263.5,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/labc
LOXO,"Loxo Oncology, Inc.",20.97,349935532.9,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/loxo
LPTN,"Lpath, Inc.",0.2748,5338364.278,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/lptn
LPLA,LPL Financial Holdings Inc.,47.22,4538008734,n/a,2010,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/lpla
LRAD,LRAD Corporation,1.72,56966847.2,n/a,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/lrad
LYTS,LSI Industries Inc.,9.69,234872848,n/a,1985,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/lyts
LULU,lululemon athletica inc.,63.74,8389588192,n/a,2007,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/lulu
LMNS,Lumenis Ltd.,13.85,499228152.9,n/a,2014,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/lmns
LITEV,Lumentum Holdings Inc.,21.0025,0,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/litev
LMNX,Luminex Corporation,17.19,739580050.3,n/a,2000,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/lmnx
LMOS,Lumos Networks Corp.,13.86,315363551.6,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/lmos
LUNA,Luna Innovations Incorporated,1.0864,29298431.74,n/a,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/luna
MBTF,M B T Financial Corp,5.76,130936037.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbtf
MTSI,"M/A-COM Technology Solutions Holdings, Inc.",33.04,1739158826,n/a,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/mtsi
MCBC,Macatawa Bank Corporation,5.33,180509985.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mcbc
MFNC,Mackinac Financial Corporation,10.54,65837583,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mfnc
MCUR,MACROCURE LTD.,13.75,229744143.8,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/mcur
MGNX,"MacroGenics, Inc.",37.03,1115469761,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mgnx
MCBK,"Madison County Financial, Inc.",20,59855640,n/a,2012,Finance,Savings Institutions,http://www.nasdaq.com/symbol/mcbk
MAGS,Magal Security Systems Ltd.,4.1436,67568326.1,n/a,1993,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/mags
MGLN,"Magellan Health, Inc.",61.49,1680298799,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/mgln
